,class,prob1,prob2
0001522da7d6887c3cd4,0, 97.87,  2.13
000129a3b3c90935f832,1, 23.43, 76.57
00010f306bcb786cebee,0, 94.02,  5.98
0001fffc02545a69a063,0, 99.50,  0.50
0001a4ff1effac62d0b5,0, 99.58,  0.42
0001c20021a3b921ff2e,0, 99.69,  0.31
0001d6d479fe25a07fe2,0, 94.64,  5.36
0001b7fd91220370ee56,0, 99.59,  0.41
0001ed86917245a63be5,0, 99.49,  0.51
0001b9b78fee8b5ac070,0, 98.62,  1.38
0001861b766ce27c4710,0, 98.09,  1.91
0001a76d1573954dd536,0, 99.15,  0.85
0001132ad0f3ffdb52b9,0, 98.50,  1.50
0001814179acc97a13ae,1,  6.52, 93.48
000150a3d7032462a8e9,0, 99.00,  1.00
000106947b444b82e627,0, 99.40,  0.60
0001da85e2b772f9c78a,0, 99.42,  0.58
0001c4137bf19526417a,1, 25.93, 74.07
0001d5d5750bec686e69,0, 98.68,  1.32
00019558192d001ce5f7,0, 99.60,  0.40
0001c9ec339443fbb795,1, 11.27, 88.73
0001139d19bb77437e4d,0, 98.62,  1.38
000112e2699f52e3b23e,1,  7.58, 92.42
0001e710fb6149f9f929,0, 98.73,  1.27
0001408e823fd33934d0,0, 99.04,  0.96
0001f2b34dc299e6282c,0, 99.39,  0.61
0001801c6aae581f55b8,0, 99.18,  0.82
00014201267158fa9697,0, 99.39,  0.61
000176560ae60989dc23,0, 99.27,  0.73
00010c06e6a4234eaaa7,0, 99.12,  0.88
000161f6cf7cd3939698,0, 99.26,  0.74
00011736cac810c99f34,0, 99.57,  0.43
00017d231f162ffbf4d3,0, 98.95,  1.05
0001d4ecae95a5d66590,0, 99.22,  0.78
000168bf95e638d5ba39,0, 99.10,  0.90
00014c676f67ce92f0fa,0, 97.70,  2.30
00019bff86298add1e8a,1, 27.18, 72.82
00011e54f52929308d48,0, 99.45,  0.55
0001cef9dc4ff2d62526,0, 99.46,  0.54
000167d40558f55f296b,0, 98.61,  1.39
0001e41fae04ecfa6dff,0, 99.35,  0.65
0001e366c3df0d413255,0, 99.12,  0.88
0001fdaa9e964fd3d6c9,0, 95.48,  4.52
00011fb8122840fa0a31,0, 97.74,  2.26
00016315e0220f450250,0, 98.83,  1.17
0001ea71fec8ac737835,0, 99.61,  0.39
0001cbf35387a03bf1e0,0, 99.19,  0.81
0001f27170c1269d0e12,0, 99.36,  0.64
0001052a0ab42941bf23,1, 16.02, 83.98
00018b685f52cc37da3f,0, 98.77,  1.23
00017ae48f080221368f,0, 97.89,  2.11
000119c04477766a09f2,0, 99.35,  0.65
0001f1159899fbbb67dd,1, 27.60, 72.40
00014e28dc1651e5211d,1, 16.74, 83.26
00019acd4b7bc5c457d2,0, 99.05,  0.95
0001b1fb2736728206bc,0, 99.15,  0.85
0001b032e2d8527445ed,0, 99.13,  0.87
00016b0dda6e11ffde92,0, 96.77,  3.23
00017c763df28693b9c2,0, 99.54,  0.46
0001cd39f5d1ab53e897,0, 96.97,  3.03
00014d3c92fcd8843676,0, 99.37,  0.63
0001e7ec3fecb3971b3b,1, 46.93, 53.07
0001e56a8080db5ef2ef,1, 24.01, 75.99
00014c0842e2eb53c24f,0, 99.35,  0.65
000170b8a1f3b7333a08,0, 99.26,  0.74
0001fb545380c60c400e,0, 99.50,  0.50
0001983dfd0c3242e59f,1, 13.59, 86.41
0001fe942c0fd2a64c06,0, 99.36,  0.64
0001c99e453977a74944,1, 55.77, 44.23
0001a8a877a897dc7e99,0, 99.59,  0.41
0001179df9574fa5e6d7,0, 99.51,  0.49
0001d64e0d934cfbc3c6,0, 99.47,  0.53
00014638350e34f5ea93,0, 99.44,  0.56
0001acf8af7ce331ab10,0, 98.34,  1.66
000117a49cd3de523c62,0, 99.72,  0.28
00013a96b78d02388db4,0, 99.69,  0.31
00012b26f612477a2fe4,0, 99.66,  0.34
0001db6c38dd9c515b00,0, 98.49,  1.51
00010a2ab6180ab3dc07,0, 99.55,  0.45
000110be45758ed13bf8,0, 99.20,  0.80
00011972002593c5c6da,1, 53.78, 46.22
0001dc45d58d3e1a2857,0, 92.64,  7.36
0001085f66414ff25d90,0, 98.52,  1.48
0001581890cd5e8fbc42,0, 96.97,  3.03
0001e504fb16c58a6f69,0, 89.61, 10.39
000176a57c4a1619f722,1, 25.19, 74.81
0001a82a8c285c8ee430,1, 24.69, 75.31
0001baffe7e4f83ee3d3,0, 98.99,  1.01
00014e70ed8dacbd8829,0, 98.19,  1.81
0001f3b326b061cf8996,0, 97.69,  2.31
000198087cd59db1f6d1,0, 97.88,  2.12
0001bca3094e7a3c8cb5,0, 99.34,  0.66
000143d933680873b166,0, 99.07,  0.93
0001d11a75565341c1e2,0, 99.12,  0.88
00017b8ea9fe697759b2,1, 18.54, 81.46
0001bf4b4a0d246a0c1a,0, 98.94,  1.06
0001bdb5b4d77b929efb,0, 99.51,  0.49
000103b1d9b996e7729b,0, 99.60,  0.40
00010404818b910a1abc,0, 99.60,  0.40
00018c5518b8891f12c9,0, 99.61,  0.39
0001d52a2d9ee7c2feea,0, 99.01,  0.99
000174c0a4bfa0aa2c55,0, 99.64,  0.36
0001eae74d95fab26d5d,0, 99.49,  0.51
0001a738912315614a0d,1, 14.58, 85.42
00019bf5d5d1ea1a8ca0,0, 99.28,  0.72
00011e74c7293490a158,0, 97.96,  2.04
0001bcfadf8dd4636965,0, 99.46,  0.54
0001bd942e49c18224f9,1, 52.61, 47.39
000123fc19611be48579,0, 98.99,  1.01
0001900d569f5feae381,0, 98.58,  1.42
000109aaab87a6433604,1, 51.98, 48.02
00012862b791dc9a6359,1, 17.69, 82.31
000128061132a2e5570a,0, 98.78,  1.22
00012c707e5e368d085f,0, 99.13,  0.87
0001484228c8fc839ad9,1, 11.03, 88.97
0001f438b9bb31aa674e,0, 98.40,  1.60
00011e6009ee39dc1675,0, 95.32,  4.68
0001bf99adc84412b868,0, 99.54,  0.46
00016b300c30c8369306,1,  1.11, 98.89
0001559c0cebb953a4e3,1, 13.67, 86.33
0001977832868da86b8d,0, 98.90,  1.10
0001239465a9e5c9ea4d,1,  4.53, 95.47
000153feff407baa7ce0,0, 99.65,  0.35
00011dc6b589558e62f2,0, 98.21,  1.79
0001b4462a357e375068,0, 98.93,  1.07
0001be46215cbc681ad9,0, 99.38,  0.62
000122fbec5e6e6da8e7,0, 98.73,  1.27
0001799de5af07a2ee6e,0, 98.40,  1.60
000149edf9422a9e3ebc,0, 98.41,  1.59
0001e30f019e755358fa,0, 99.03,  0.97
000120f8ace4ab702a97,0, 99.66,  0.34
0001f92613429384ff58,0, 99.69,  0.31
00011055147a5e268cf0,1, 52.22, 47.78
0001441e8671a92a1faa,0, 99.30,  0.70
0001653bf9bf23233b15,0, 99.43,  0.57
000161b1cce245638009,0, 99.67,  0.33
0001607a2ca0703d66f4,0, 99.41,  0.59
000181a4dca961fc7d99,0, 98.00,  2.00
000146520991321fa421,0, 99.12,  0.88
000110dec86f45068265,0, 99.42,  0.58
00011611ef1b3897a352,1, 14.28, 85.72
0001e5994984b8b013a9,0, 99.01,  0.99
0001e04ea174456054da,0, 93.05,  6.95
00014faa7db105458e87,0, 99.29,  0.71
0001c7d6d2bcc59a30bc,0, 99.00,  1.00
0001dd7675cf9d5fb40f,0, 99.63,  0.37
0001fea07c3965be018e,0, 98.95,  1.05
0001d30b313f0e57b969,0, 99.28,  0.72
0001227495787c88d163,1,  8.74, 91.26
00017f5446d02e0071c1,0, 98.67,  1.33
00011c66e2dc79389f46,0, 99.56,  0.44
00011dffb58efe0934a3,0, 98.77,  1.23
00010f7ca3cbfbfd7de0,0, 92.38,  7.62
0001fe748440ab22bd01,0, 99.40,  0.60
0001c5b1d9123b9859ac,0, 99.08,  0.92
000199eb7037b9390aa0,0, 99.40,  0.60
00013135cee11f76ba9d,1, 26.62, 73.38
0001aa493f0abe7dd7e4,0, 99.55,  0.45
00017daa2c3050510bdc,1, 25.23, 74.77
00015536dd016b3115d2,0, 98.53,  1.47
000145c2cdd090a58393,0, 99.59,  0.41
00015e6b289a3d193c83,1,  7.11, 92.89
000198343f746ea297e1,0, 55.50, 44.50
0001a82d6d3fe9319dcd,0, 96.83,  3.17
0001f66ad28d92c6937f,0, 98.92,  1.08
0001f54012db05b9395c,0, 98.20,  1.80
00018bdc3af0fe52ba79,0, 99.41,  0.59
0001c04f143fd8c5414c,0, 98.92,  1.08
000105d31ac9b09b673f,1,  5.37, 94.63
00019b320688fe05c5dd,0, 99.24,  0.76
00015a679824f1ec2312,0, 99.17,  0.83
0001fc5b8f6e8ecb4214,0, 22.99, 77.01
00010ed82dbee1043769,1,  2.23, 97.77
0001a445471f5a1e9e26,1,  3.90, 96.10
00016b1185f8820bdb2b,1, 13.45, 86.55
000180b0df2a77b93cb9,0, 98.89,  1.11
00013d359b0a749f7bb4,0, 99.00,  1.00
00018502e8dfc37feec2,1, 48.20, 51.80
0001ec2a7962aa9a17d1,0, 98.96,  1.04
000175432f909f5649c4,1,  7.99, 92.01
00010cc3a586843badcd,0, 97.99,  2.01
000145158e965cb4de55,0, 99.18,  0.82
00018d6cb9a9bd85f36a,0, 99.53,  0.47
0001e5a1b236685f1b94,0, 98.42,  1.58
0001c1fae4e9e374e906,0, 98.92,  1.08
0001b2a623c7635027a3,1,  8.15, 91.85
0001fa5fc49e79a47fd4,0, 97.70,  2.30
00016ca70fefb963c108,0, 99.42,  0.58
0001b7ffb8516f2dfbb8,0, 99.46,  0.54
00019117638d6537a171,0, 98.84,  1.16
000127e7d378172686ce,0, 98.50,  1.50
000198cbed3a7a77f07d,0, 97.66,  2.34
0001075a011b946ffac7,0, 97.34,  2.66
0001546a2de163dcf5b4,0, 99.53,  0.47
000177f24ef8ca3d35ba,0, 99.36,  0.64
00013b8a57940927b22b,0, 99.23,  0.77
000169fcb77301d4d5e6,0, 99.44,  0.56
00014ca592ee96b5a33d,0, 99.58,  0.42
000194d4ef8ee09d8c4e,1,  5.85, 94.15
00015c2c929099913577,0, 99.36,  0.64
0001f848dd4c54e7ba6c,1,  6.05, 93.95
00015ff50fd8ab319574,1,  4.62, 95.38
0001fa771bce57364f7e,0, 99.55,  0.45
00012d42ec2151d0f3b8,1,  6.11, 93.89
0001b5f85ede963d1a15,0, 99.33,  0.67
000149834c974aaf6426,0, 99.06,  0.94
0001c2bc70282d6144d9,0, 98.83,  1.17
0001dd599fe18998029a,0, 90.41,  9.59
0001b444989152316b11,0, 99.16,  0.84
00014ac6fccb3146ae69,0, 99.06,  0.94
00016aee8d6809d0765c,0, 99.28,  0.72
0001b5c44d89287d771b,0, 99.08,  0.92
000151d8fb5e2031c97f,0, 98.97,  1.03
00010bac014c87f3f72d,0, 99.25,  0.75
000133c9bfd98b72c829,0, 98.13,  1.87
00013de66720a432f3f2,1, 12.64, 87.36
0001e7692ac82c17c075,1, 16.06, 83.94
00010f2548d45fafc60e,0, 99.19,  0.81
0001232c4aab3b19f544,0, 96.62,  3.38
00018ff50d25f4a737f6,1,  7.63, 92.37
00014d11f2713449ca83,0, 99.09,  0.91
00014b810700d38a255d,0, 97.79,  2.21
0001fa9aa49581c1ec74,0, 98.76,  1.24
0001bd6c2f6fb1a1cbd5,0, 99.54,  0.46
0001d3aa036e2e059221,1, 19.68, 80.32
0001b651e629eb4d4830,0, 99.71,  0.29
0001340c29b0ab234c85,1, 18.52, 81.48
00019b8afb11393bbbf2,1,  8.49, 91.51
00013530065320dec367,0, 99.28,  0.72
00012198f58e726530fd,0, 99.28,  0.72
00012e0ff67a4b9abfb1,0, 98.92,  1.08
0001782d6147290c09c1,0, 99.58,  0.42
00019cc557e972ec401e,0, 99.54,  0.46
00012058d770ec4c1fd0,0, 99.49,  0.51
00011a64ae53356e9aee,0, 99.64,  0.36
0001ebf58fb5ef9b3b24,0, 99.64,  0.36
0001f02a9cd6900588d1,1, 16.00, 84.00
000121ddf90d14230379,1, 13.45, 86.55
0001d8ccbe1823b3962f,1,  8.93, 91.07
000108b8d263579064bb,0, 99.32,  0.68
0001164dc1ea31436e06,0, 99.50,  0.50
0001e105a288a8f8eb8c,0, 99.55,  0.45
000160b727b2d6e7ba31,0, 99.08,  0.92
0001b7c020a7526a424c,1,  4.94, 95.06
0001e50cde1513d42b4a,1,  8.76, 91.24
0001ef38c772cde84f3e,1, 27.99, 72.01
0001a5c6630938bf15b9,0, 99.01,  0.99
0001e9f22cad9479ddef,1, 38.52, 61.48
00014331fe50b0a663cd,0, 99.12,  0.88
00013afab2541fa26691,0, 99.13,  0.87
0001d2e4c24d515a2883,1, 10.18, 89.82
0001184f9fa127b1ef13,0, 99.35,  0.65
0001279000b8eca3cac1,0, 99.02,  0.98
000186003510c7a73974,1, 40.54, 59.46
0001fab727aebd6750f5,1,  7.14, 92.86
0001dab156aa5fb54855,0, 99.31,  0.69
00012389c26165a4d951,0, 99.59,  0.41
0001809d08b13c759003,0, 99.26,  0.74
000161ad82f236a38e23,0, 99.52,  0.48
00018ddbc89c0147b61d,0, 99.21,  0.79
000101678d77e2382f16,0, 98.35,  1.65
0001b40a70ab4110eab7,1, 29.97, 70.03
000133882ee0ddef3eac,0, 99.59,  0.41
000117dce387b5452e58,1, 12.32, 87.68
0001e247bbb1391ef895,1,  7.86, 92.14
0001d0c96a252c1d5a17,0, 98.71,  1.29
000111dd5ec8348cae0d,0, 99.31,  0.69
00016798780e2174c617,0, 99.19,  0.81
000172520bab1b6349c6,0, 98.80,  1.20
00011ce943ed35e0904c,0, 99.37,  0.63
0001568df3bb1bd4377c,0, 99.63,  0.37
00019655c88c46ec0a8e,0, 97.48,  2.52
00016e51d49caa407942,0, 99.29,  0.71
00011d6b3ceca7c4757c,0, 99.35,  0.65
0001941928f0bae01931,0, 99.31,  0.69
00011ddc45b6c6c51c81,0, 98.83,  1.17
000113385e1ba6bcff51,0, 98.54,  1.46
00018d468c8ed0ab4c5a,1,  5.60, 94.40
00017e2fffb2cd2419a7,0, 94.25,  5.75
00018d01ce30f061ea24,0, 99.38,  0.62
000107c4d73035797102,0, 98.82,  1.18
0001f7dac45f96e7b869,0, 99.38,  0.62
0001fbdaa1d8eb558aa1,0, 91.95,  8.05
0001ed8165c8762fba36,0, 98.82,  1.18
00012db175ca6444f84e,0, 99.05,  0.95
0001edfbe7d376de1357,0, 97.65,  2.35
0001a5db405df9f81ab5,0, 99.07,  0.93
0001075e50ddcf856f2e,0, 98.40,  1.60
000182234c29474aeb40,0, 99.15,  0.85
00014760f35d8b113f8e,0, 99.44,  0.56
0001733159ca6f6fe03f,1,  8.06, 91.94
0001cb33c973519c47f1,0, 98.59,  1.41
000149f9331935f0088a,0, 99.01,  0.99
00015298f471e8a9b902,0, 99.01,  0.99
0001a4d1fd66c8a0d6d2,0, 99.40,  0.60
0001ef54b5c640c6b4e0,0, 99.65,  0.35
0001095e3041af4e8693,1, 21.92, 78.08
0001887bd04e230d5db4,1,  8.36, 91.64
0001fcbed2f129d51917,1,  9.16, 90.84
0001b9930e907a90d347,0, 98.44,  1.56
000197f15a7c0b6e1be1,0, 99.47,  0.53
0001d0d4b3c682dc3508,0, 98.86,  1.14
0001234bd35013a97fe3,0, 95.45,  4.55
00019f4646bd4f9c772e,0, 95.19,  4.81
0001c61802c242d017b6,0, 98.99,  1.01
0001bdb1833d41eca6e6,0, 85.52, 14.48
0001cdb23c3c02916740,0, 96.36,  3.64
00013bcc4da14b36e8bb,0, 93.06,  6.94
000137536fd17a66d658,0, 99.21,  0.79
00019c0e0255ef51fd7d,1, 13.25, 86.75
0001670abc2bd0804e14,1,  6.88, 93.12
000194acb987497d164f,1, 26.74, 73.26
0001b26d454b5383d068,0, 99.00,  1.00
0001f3ac9cdd5e96784e,0, 99.18,  0.82
0001ff837484377d2fe8,1, 13.49, 86.51
0001bf9bfe4a005dc597,1, 16.16, 83.84
00017140b42fae9e9212,1,  4.38, 95.62
0001b9c8bff502edbd49,1,  6.91, 93.09
000148d52d6ba3a3fc15,1,  5.14, 94.86
0001034e2f964ec27576,1,  2.19, 97.81
000151e8cb72763e05aa,1,  3.08, 96.92
0001efcd018f633b5a01,0, 96.75,  3.25
0001a1150fb8c040d17f,0, 98.36,  1.64
0001c8d685f1d576303f,0, 98.54,  1.46
0001d219bf8658115d7b,0, 69.24, 30.76
00018465eab98abb6640,0, 98.30,  1.70
0001c671c68a03a2a5ad,0, 67.64, 32.36
0001a68591e92e3a390e,0, 86.56, 13.44
0001c650f65864de8a28,0, 73.57, 26.43
000140f071a44371a114,0, 96.80,  3.20
0001841a4cf3fc150ff8,0, 96.51,  3.49
00011fb1fcf031af8741,0, 97.75,  2.25
000140a95aca560d3e26,0, 89.92, 10.08
0001aef8aaff4e8644fa,0, 93.59,  6.41
0001e8bb65c3620b14e9,0, 98.49,  1.51
00019f9693d424e45908,0, 98.19,  1.81
00011980ae9231177de3,0, 98.92,  1.08
0001a8aa646989aa5c97,0, 97.45,  2.55
000172628a88c94751a4,1, 10.12, 89.88
000108891b190706868a,0, 97.98,  2.02
0001102390b7204e0f29,0, 97.96,  2.04
000198490f8d441c9b92,0, 98.94,  1.06
00014bafebf235b5718e,0, 99.09,  0.91
0001f90c6bfb12dd05e9,0, 98.83,  1.17
0001933c975143acdff8,0, 98.85,  1.15
00017843b075e0c25b9b,1, 10.13, 89.87
0001190929e0ee3430fb,0, 55.88, 44.12
0001ad494ffa0bb55b1e,0, 82.01, 17.99
000124a3b8b2da11b4dd,1, 24.93, 75.07
0001e043dce1a651fb89,0, 99.12,  0.88
0001b1ac747d8dfcfe50,1,  9.37, 90.63
0001f67cb59c3e224db9,1, 13.51, 86.49
0001445287057622de65,1, 14.13, 85.87
000112a2e8b048dd3795,0, 98.79,  1.21
0001af97ceb0a9ebcc83,0, 99.07,  0.93
0001331ee82e242f576f,1, 16.16, 83.84
00015e07de2d0b5c22d2,0, 99.08,  0.92
00017a4ab2a190bc61ca,1, 19.42, 80.58
00011aa04902b2837127,1, 22.67, 77.33
0001bc2e581da051c1c8,0, 31.25, 68.75
000195df8cd0b7912c98,0, 98.76,  1.24
000180a0357a1dfa3a72,0, 98.91,  1.09
00012e105fdc9392585c,0, 95.97,  4.03
000131fad789bcddae38,1, 12.53, 87.47
00016b1dfb94a1bebcce,1, 14.09, 85.91
000129812725eefd6487,0, 99.63,  0.37
0001b39d9b024dcefc3a,0, 99.53,  0.47
0001b0e47e557bc626c7,0, 99.42,  0.58
00013ba37589aca855f8,0, 88.80, 11.20
000156f0f8b52ab0c2f7,0, 99.45,  0.55
0001410de5d1423078ca,0, 99.55,  0.45
0001f4e6bf62b13e1ea5,0, 99.17,  0.83
0001a9b4ef0625d36046,0, 99.03,  0.97
0001cc9cc729273b0123,0, 99.40,  0.60
0001a8b7052dae1cf98d,0, 99.68,  0.32
0001404299e9baf61fde,0, 99.15,  0.85
0001f43af0a78ac8fb79,0, 99.46,  0.54
0001f1201760411dac3e,0, 96.88,  3.12
0001b5e1a2461648966a,0, 96.80,  3.20
00010d81ad9376feb1fc,0, 98.56,  1.44
0001f551478b8b065d48,0, 98.58,  1.42
00015028589d761451e6,0, 98.74,  1.26
0001b24d7dedaffbf815,0, 95.31,  4.69
00013a5f60005c01f560,0, 87.69, 12.31
0001c02c3d8990d567c1,0, 98.51,  1.49
000188ab923b36febbea,0, 97.91,  2.09
00017f91f5bdb995db08,0, 99.15,  0.85
0001be11fc4042c0d3ef,0, 97.56,  2.44
000147320763751d0877,0, 96.03,  3.97
0001d6ca3b60374352c5,0, 98.04,  1.96
000181517eb3c80720e3,0, 99.23,  0.77
0001a8cf62c7931e7946,0, 94.22,  5.78
00014acf82c7acb4d29d,1,  2.95, 97.05
0001816511739794e737,0, 95.30,  4.70
0001246a5a38b3b66342,0, 97.73,  2.27
00014101dba6b86c7f18,0, 93.93,  6.07
00011864b0787186bc9c,1, 14.75, 85.25
0001b8481f60e3d3451a,1,  8.54, 91.46
0001630930862d915f7d,0, 50.78, 49.22
0001a48ddc668486eb1d,0, 98.98,  1.02
000118132ed8bb1ed570,0, 98.99,  1.01
0001ebe25542288c134c,0, 99.60,  0.40
0001f74ffc44780e1142,0, 99.38,  0.62
0001731958e008db5aff,0, 97.62,  2.38
00010af2b67f0776a384,0, 93.71,  6.29
0001079f74c640ada9a0,0, 97.82,  2.18
000117e96a8c5c18bd75,0, 95.26,  4.74
00014bc2abf828991daa,0, 94.29,  5.71
0001b27da4e7e092d1f8,1,  2.29, 97.71
0001d20a1e27b133c5e3,0, 73.84, 26.16
00014e19ff91e59fe70d,0, 93.27,  6.73
0001cd664414e7435433,0, 90.15,  9.85
0001a3846403ca5eb6ca,1, 15.70, 84.30
0001c14e0ced17f92f69,0, 93.97,  6.03
0001eec818e75f3a4955,1, 19.09, 80.91
00011b26b659c364ed91,1, 16.96, 83.04
00014a2a8497738937e4,0, 98.45,  1.55
00019572abdb2f2759ef,0, 67.14, 32.86
0001963aa2ea1eacf316,1, 18.46, 81.54
000169b5eab26ed2f05b,1,  4.32, 95.68
00015b0d7256758ec93b,1,  4.46, 95.54
00019d750edb16339d76,0, 90.40,  9.60
000185d0b6d082ec9353,1, 12.04, 87.96
0001b7751fd60fad8e7a,0, 88.10, 11.90
00011ddc2348598f214f,0, 89.82, 10.18
0001b97d344c3cb63601,0, 99.08,  0.92
00017f831f94a89b8c91,1, 17.21, 82.79
0001e887b922e718b86e,0, 98.64,  1.36
000181147292594b62d5,0, 97.15,  2.85
000147c6832325d5810f,0, 99.35,  0.65
0001fb9ef299922b54da,0, 64.30, 35.70
00015b7f9100869dc9cc,1, 11.19, 88.81
0001de2b8c46013425ca,0, 98.94,  1.06
0001e418bc74720130db,1,  7.58, 92.42
00019b0c36a2c05bb73f,0, 99.44,  0.56
0001095cb3debe436c9a,1, 11.19, 88.81
00011398b0dfc21421d5,0, 99.40,  0.60
0001fc252452c73693c7,1, 16.41, 83.59
000106a7a05aa9945e10,0, 99.19,  0.81
00016e48238c713ab89c,0, 99.15,  0.85
000128716e338e480aee,0, 99.49,  0.51
0001205a470f60ddc478,0, 99.43,  0.57
00010132966adc18bb46,1,  6.46, 93.54
00016e9f0eb3544f66e1,0, 99.20,  0.80
00015fb24294aba10b5b,1,  8.33, 91.67
0001a7149a0a6dab1684,0, 98.72,  1.28
0001a5c5f169f6380926,0, 98.55,  1.45
0001044a8a44aa35ce52,0, 99.04,  0.96
00019d5314792471caa5,0, 99.37,  0.63
000117c6aab67e32d32b,0, 99.19,  0.81
00012699980a044a37c6,0, 99.52,  0.48
0001decac023da091fa4,0, 99.55,  0.45
00012f15b82d5dc89fbf,1,  7.02, 92.98
00018814ea3023d373d0,0, 99.49,  0.51
0001473283d99ce08ee5,0, 97.29,  2.71
0001d793ba5e71ce9570,0, 98.78,  1.22
0001c846433ae99e5d85,0, 99.39,  0.61
0001ca2c3a88f40c1caa,0, 98.03,  1.97
0001e4b19873e9cb1816,0, 99.21,  0.79
000187f9960982fdc1f1,1,  7.21, 92.79
0001f399966db084738f,1,  2.65, 97.35
00010e22e07b139dd9e6,1,  8.95, 91.05
0001925f5ae814ddef26,0, 98.93,  1.07
0001255e30bd2c14ba24,0, 99.35,  0.65
000181dd875d54fb9cc3,1,  5.96, 94.04
00014724228c3983541f,1,  8.11, 91.89
00010e4db02ab2415c78,0, 97.94,  2.06
00012c5e2c325f82a2de,0, 98.96,  1.04
00010e935747b9b35d56,0, 98.60,  1.40
000109e14c5999ea5e7b,1,  4.09, 95.91
00019086d72830248152,0, 99.32,  0.68
0001433276d93d05c18c,0, 99.22,  0.78
00012a4bd0abe0d5747a,0, 99.26,  0.74
0001f2d9f0544450d378,0, 97.58,  2.42
000128578134522643f3,0, 98.78,  1.22
0001d65531550927880d,0, 99.31,  0.69
000177736b4e9867f217,0, 98.73,  1.27
000195b4da13297ea436,1,  5.64, 94.36
00015a5e5807308a8c37,0, 98.94,  1.06
0001e2382691c566408a,0, 99.14,  0.86
0001008cdb44d90d1ef1,0, 98.98,  1.02
000100a993b25dbdd029,1, 34.81, 65.19
0001efca36e88dfe6592,0, 97.65,  2.35
0001d54d0ff0a43fd738,1, 15.98, 84.02
00011c3484ea188faf0b,0, 98.72,  1.28
0001e9f3fe9e55568258,1, 11.10, 88.90
000189697b3278f96d61,0, 99.57,  0.43
0001af93e9673959fd7d,0, 99.31,  0.69
0001fe479a16159de4e3,0, 98.06,  1.94
00010730d2b7a2b07ce6,0, 99.13,  0.87
0001b68be5735d8d5b5e,0, 99.37,  0.63
0001d49624531b88bc75,0, 99.53,  0.47
000136576292c7ea5699,0, 99.04,  0.96
000179bcf4b7b25214a1,0, 99.45,  0.55
0001042882b0374f3ee8,0, 99.58,  0.42
0001e12f1f938a0eacbc,1, 15.14, 84.86
0001763975d30b4f8b46,0, 99.34,  0.66
000184718fb444d2ebe7,0, 98.94,  1.06
00013ebd11393fc4bf58,0, 99.55,  0.45
000197ab261ad00a4155,0, 99.64,  0.36
000189f833ee8fa7cb06,0, 98.86,  1.14
0001ae7b1a5f7c64c55d,0, 98.72,  1.28
00013a0d7b59f4f8afd5,0, 98.74,  1.26
00015d66ed29b3c355ea,0, 99.04,  0.96
0001ffaef451c46e1333,1,  8.42, 91.58
000111099a33129a2ffd,0, 99.09,  0.91
0001f8bad38a401ba157,0, 99.51,  0.49
00014a3910bfa4d0dd0c,0, 99.20,  0.80
00017309b3f1bc49acb2,0, 99.58,  0.42
0001363bf1f5100b44db,0, 95.73,  4.27
0001adde4204923cae82,0, 99.49,  0.51
0001cb1b4748900237d7,0, 99.55,  0.45
00018991b9f71f5eecd7,0, 99.40,  0.60
0001216d4f2d0f947cb3,0, 98.99,  1.01
00018f5d9b5fa889fcbd,1, 13.75, 86.25
0001791fa00d266ca233,0, 99.26,  0.74
0001caa71c8e7b8b0c19,0, 99.45,  0.55
00013c0ea2acc1aacf46,0, 99.40,  0.60
0001b91fbbb267b7aee3,0, 99.31,  0.69
00011aaa215f8d17917f,0, 99.49,  0.51
0001bca8e449d9bcabcd,0, 99.55,  0.45
00016c8a7d8f03dc7314,0, 99.24,  0.76
0001361b3cbc713ca79f,0, 98.96,  1.04
00019dbd3672520b1b81,0, 99.52,  0.48
000126ff92fa8c77b658,0, 99.47,  0.53
0001cd26159201488337,0, 99.25,  0.75
0001b5bb22235bd73767,0, 99.42,  0.58
0001efe7a02d9367a441,0, 99.11,  0.89
000156c2f1d12932bc49,0, 99.70,  0.30
000150ba5cca60c82e57,0, 99.78,  0.22
0001bcb87cbef315b515,0, 97.64,  2.36
0001c0ebcc4509b0b043,0, 99.58,  0.42
00015e81eaba154b4a6a,0, 99.41,  0.59
0001933173b87c62bfa8,0, 99.21,  0.79
0001b456652f2aee9386,0, 98.80,  1.20
00014193b6c8c7fe81d0,0, 98.81,  1.19
00013a6ab57eade29222,1, 75.42, 24.58
0001a3603141b4c97bd2,1, 33.13, 66.87
00013c93b0f3199851d3,0, 99.41,  0.59
0001fec58b398df7cdb0,0, 99.32,  0.68
0001c9bb84e408546b29,0, 99.50,  0.50
0001d18e26fc0abdf9df,0, 99.28,  0.72
0001cddfdbd38fa5f680,0, 97.70,  2.30
0001edb860a492f5d2f4,1, 16.45, 83.55
0001487cbf489d93b4e8,0, 94.92,  5.08
0001d5b179a621ea628c,0, 99.47,  0.53
00014c3830903c706aff,0, 99.42,  0.58
0001e85de7cafcefd878,1, 22.04, 77.96
00012f95c3d7ae376081,0, 99.03,  0.97
00015a32bffea100bb5f,0, 99.54,  0.46
000137b25e87fb2ad669,0, 99.57,  0.43
00011c39d7199f7ea92e,0, 99.10,  0.90
0001ba6d1487a8db1956,0, 99.54,  0.46
000137bf385b27c722b2,0, 99.64,  0.36
0001b0b9e519ba0dae37,0, 94.58,  5.42
0001f6bccdc9474c83f7,0, 99.55,  0.45
